NUM_TURNO;NUM_ZONA;NUM_SECAO;DESCRICAO_CARGO;NUM_VOTAVEL;QTDE_VOTOS
2;177;69;PREFEITO;95;8
2;177;69;PREFEITO;96;8
2;177;70;PREFEITO;12;148
2;177;70;PREFEITO;20;142
2;177;70;PREFEITO;95;9
2;177;70;PREFEITO;96;14
2;177;71;PREFEITO;12;147
2;177;71;PREFEITO;20;135
2;177;71;PREFEITO;95;7
2;177;71;PREFEITO;96;8
2;177;72;PREFEITO;12;190
2;177;72;PREFEITO;20;94
2;177;72;PREFEITO;95;5
2;177;72;PREFEITO;96;7
2;177;73;PREFEITO;12;172
2;177;73;PREFEITO;20;121
2;177;73;PREFEITO;95;4
2;177;73;PREFEITO;96;8
2;177;74;PREFEITO;12;149
2;177;74;PREFEITO;20;121
2;177;74;PREFEITO;95;9
2;177;74;PREFEITO;96;15
2;177;75;PREFEITO;12;190
2;177;75;PREFEITO;20;97
2;177;75;PREFEITO;95;6
2;177;75;PREFEITO;96;19
2;177;76;PREFEITO;12;192
2;177;76;PREFEITO;20;88
2;177;76;PREFEITO;95;6
2;177;76;PREFEITO;96;18
2;177;77;PREFEITO;12;202
2;177;77;PREFEITO;20;82
2;177;77;PREFEITO;95;6
2;177;77;PREFEITO;96;18
2;177;78;PREFEITO;12;182
2;177;78;PREFEITO;20;109
2;177;78;PREFEITO;95;8
2;177;78;PREFEITO;96;14
2;145;627;PREFEITO;12;140
2;145;627;PREFEITO;20;177
2;145;627;PREFEITO;95;7
2;145;627;PREFEITO;96;7
2;145;628;PREFEITO;12;146
2;145;628;PREFEITO;20;155
2;145;628;PREFEITO;95;5
2;145;628;PREFEITO;96;8
2;145;629;PREFEITO;12;121
2;145;629;PREFEITO;20;172
2;145;629;PREFEITO;95;6
2;145;629;PREFEITO;96;5
2;174;255;PREFEITO;12;93
2;174;255;PREFEITO;20;92
2;174;255;PREFEITO;95;4
2;174;255;PREFEITO;96;5
2;174;256;PREFEITO;12;133
2;174;256;PREFEITO;20;134
2;174;256;PREFEITO;95;5
2;174;256;PREFEITO;96;6
2;174;257;PREFEITO;12;207
2;174;257;PREFEITO;20;68
2;174;257;PREFEITO;95;12
2;174;257;PREFEITO;96;15
2;174;258;PREFEITO;12;89
2;174;258;PREFEITO;20;104
2;174;258;PREFEITO;95;7
2;174;258;PREFEITO;96;8
2;174;259;PREFEITO;12;140
2;174;259;PREFEITO;20;94
2;174;259;PREFEITO;95;6
2;174;259;PREFEITO;96;12
2;174;260;PREFEITO;12;171
2;174;260;PREFEITO;20;81
2;174;260;PREFEITO;95;4
2;174;260;PREFEITO;96;13
2;174;261;PREFEITO;12;166
2;174;261;PREFEITO;20;139
2;174;261;PREFEITO;95;6
2;174;261;PREFEITO;96;13
2;174;262;PREFEITO;12;85
2;174;262;PREFEITO;20;78
2;174;262;PREFEITO;95;7
2;174;262;PREFEITO;96;12
2;174;263;PREFEITO;12;127
2;174;263;PREFEITO;20;66
2;174;263;PREFEITO;95;2
2;174;263;PREFEITO;96;9
2;174;264;PREFEITO;12;147
2;174;264;PREFEITO;20;98
2;174;264;PREFEITO;95;9
2;174;264;PREFEITO;96;9
2;174;265;PREFEITO;12;167
2;174;265;PREFEITO;20;121
2;174;265;PREFEITO;95;4
2;174;265;PREFEITO;96;6
2;174;266;PREFEITO;12;182
2;174;266;PREFEITO;20;113
2;174;266;PREFEITO;95;10
2;174;266;PREFEITO;96;14
2;174;267;PREFEITO;12;179
2;174;267;PREFEITO;20;146
2;174;267;PREFEITO;95;6
2;174;267;PREFEITO;96;11
2;174;268;PREFEITO;12;122
2;174;268;PREFEITO;20;128
2;174;268;PREFEITO;95;8
2;174;268;PREFEITO;96;8
2;174;269;PREFEITO;12;146
2;174;269;PREFEITO;20;53
2;174;269;PREFEITO;95;10
2;174;269;PREFEITO;96;12
2;174;270;PREFEITO;12;163
2;174;270;PREFEITO;20;147
2;174;270;PREFEITO;95;9
2;174;270;PREFEITO;96;13
2;174;271;PREFEITO;12;146
2;174;271;PREFEITO;20;84
2;174;271;PREFEITO;95;4
2;174;271;PREFEITO;96;12
2;174;272;PREFEITO;12;178
2;174;272;PREFEITO;20;133
2;174;272;PREFEITO;95;5
2;174;272;PREFEITO;96;17
2;174;273;PREFEITO;12;104
2;174;273;PREFEITO;20;85
2;174;273;PREFEITO;95;3
2;174;273;PREFEITO;96;4
2;174;274;PREFEITO;12;145
2;174;274;PREFEITO;20;125
2;174;274;PREFEITO;95;7
2;174;274;PREFEITO;96;10
2;174;275;PREFEITO;12;125
2;174;275;PREFEITO;20;144
2;174;275;PREFEITO;95;6
2;174;275;PREFEITO;96;13
2;174;276;PREFEITO;12;81
2;174;276;PREFEITO;20;103
2;174;276;PREFEITO;95;6
2;174;276;PREFEITO;96;4
2;174;277;PREFEITO;12;90
2;174;277;PREFEITO;20;126
2;174;277;PREFEITO;95;2
2;174;277;PREFEITO;96;11
2;174;278;PREFEITO;12;121
2;174;278;PREFEITO;20;121
2;174;278;PREFEITO;95;2
2;174;278;PREFEITO;96;6
2;174;279;PREFEITO;12;133
2;174;279;PREFEITO;20;113
2;174;279;PREFEITO;95;7
2;174;279;PREFEITO;96;13
2;174;280;PREFEITO;12;121
2;174;280;PREFEITO;20;68
2;174;280;PREFEITO;95;2
2;174;280;PREFEITO;96;3
2;174;281;PREFEITO;12;157
2;174;281;PREFEITO;20;131
2;174;281;PREFEITO;95;7
2;174;281;PREFEITO;96;10
2;174;282;PREFEITO;12;84
2;174;282;PREFEITO;20;78
2;174;282;PREFEITO;95;1
2;174;282;PREFEITO;96;5
2;174;283;PREFEITO;12;126
2;174;283;PREFEITO;20;60
2;174;283;PREFEITO;95;2
2;174;283;PREFEITO;96;12
2;174;284;PREFEITO;12;156
2;174;284;PREFEITO;20;92
2;174;284;PREFEITO;95;5
2;174;284;PREFEITO;96;12
2;174;285;PREFEITO;12;174
2;174;285;PREFEITO;20;114
2;174;285;PREFEITO;95;5
2;174;285;PREFEITO;96;20
2;174;286;PREFEITO;12;136
2;174;286;PREFEITO;20;84
2;174;286;PREFEITO;95;2
2;174;286;PREFEITO;96;22
2;174;287;PREFEITO;12;145
2;174;287;PREFEITO;20;101
2;174;287;PREFEITO;95;11
2;174;287;PREFEITO;96;9
2;174;288;PREFEITO;12;202
2;174;288;PREFEITO;20;93
2;174;288;PREFEITO;95;4
2;174;288;PREFEITO;96;16
2;174;289;PREFEITO;12;114
2;174;289;PREFEITO;20;137
2;174;289;PREFEITO;95;14
2;174;289;PREFEITO;96;6
2;174;290;PREFEITO;12;129
2;174;290;PREFEITO;20;88
2;174;290;PREFEITO;95;5
2;174;290;PREFEITO;96;13
2;174;291;PREFEITO;12;150
2;174;291;PREFEITO;20;121
2;174;291;PREFEITO;95;2
2;174;291;PREFEITO;96;14
2;145;697;PREFEITO;12;116
2;145;697;PREFEITO;20;187
2;145;697;PREFEITO;95;5
2;145;697;PREFEITO;96;8
2;145;698;PREFEITO;12;99
2;145;698;PREFEITO;20;134
2;145;698;PREFEITO;95;3
2;145;698;PREFEITO;96;5
2;174;96;PREFEITO;12;79
2;174;96;PREFEITO;20;48
2;174;96;PREFEITO;95;4
2;174;96;PREFEITO;96;5
2;174;97;PREFEITO;12;84
2;174;97;PREFEITO;20;78
2;174;97;PREFEITO;95;6
2;174;97;PREFEITO;96;4
2;174;98;PREFEITO;12;79
2;174;98;PREFEITO;20;75
2;174;98;PREFEITO;95;3
2;174;98;PREFEITO;96;7
2;174;99;PREFEITO;12;71
2;174;99;PREFEITO;20;94
2;174;99;PREFEITO;95;1
2;174;99;PREFEITO;96;6
2;4;346;PREFEITO;12;99
2;4;346;PREFEITO;20;62
2;4;346;PREFEITO;95;1
2;4;346;PREFEITO;96;7
2;4;347;PREFEITO;12;139
2;4;347;PREFEITO;20;99
2;4;347;PREFEITO;95;5
2;4;347;PREFEITO;96;7
2;4;348;PREFEITO;12;163
2;4;348;PREFEITO;20;134
2;4;348;PREFEITO;95;6
2;4;348;PREFEITO;96;14
2;4;350;PREFEITO;12;115
2;4;350;PREFEITO;20;149
2;4;350;PREFEITO;95;10
2;4;350;PREFEITO;96;7
2;4;352;PREFEITO;12;178
2;4;352;PREFEITO;20;108
2;4;352;PREFEITO;95;10
2;4;352;PREFEITO;96;14
2;4;353;PREFEITO;12;106
2;4;353;PREFEITO;20;127
2;4;353;PREFEITO;95;5
2;4;353;PREFEITO;96;5
2;4;354;PREFEITO;12;145
2;4;354;PREFEITO;20;141
2;4;354;PREFEITO;95;5
2;4;354;PREFEITO;96;14
2;4;369;PREFEITO;12;134
2;4;369;PREFEITO;20;56
2;4;369;PREFEITO;95;5
2;4;369;PREFEITO;96;7
2;4;370;PREFEITO;12;154
2;4;370;PREFEITO;20;107
2;4;370;PREFEITO;95;5
2;4;370;PREFEITO;96;22
2;4;371;PREFEITO;12;158
2;4;371;PREFEITO;20;95
2;4;371;PREFEITO;95;10
2;4;371;PREFEITO;96;23
2;4;372;PREFEITO;12;200
2;4;372;PREFEITO;20;82
2;4;372;PREFEITO;95;12
2;4;372;PREFEITO;96;10
2;4;373;PREFEITO;12;162
2;4;373;PREFEITO;20;70
2;4;373;PREFEITO;95;9
2;4;373;PREFEITO;96;11
2;4;374;PREFEITO;12;177
2;4;374;PREFEITO;20;62
2;4;374;PREFEITO;95;6
2;4;374;PREFEITO;96;6
2;4;375;PREFEITO;12;173
2;4;375;PREFEITO;20;86
2;4;375;PREFEITO;95;1
2;4;375;PREFEITO;96;12
2;4;380;PREFEITO;12;160
2;4;380;PREFEITO;20;112
2;4;380;PREFEITO;95;6
2;4;380;PREFEITO;96;17
2;4;381;PREFEITO;12;149
2;4;381;PREFEITO;20;92
2;4;381;PREFEITO;95;7
2;4;381;PREFEITO;96;14
2;4;382;PREFEITO;12;107
2;4;382;PREFEITO;20;103
2;4;382;PREFEITO;95;1
2;174;100;PREFEITO;12;160
2;174;100;PREFEITO;20;138
2;174;100;PREFEITO;95;6
2;174;100;PREFEITO;96;10
2;174;101;PREFEITO;12;152
2;174;101;PREFEITO;20;145
2;174;101;PREFEITO;95;7
2;174;101;PREFEITO;96;9
2;174;102;PREFEITO;12;138
2;174;102;PREFEITO;20;156
2;174;102;PREFEITO;95;12
2;174;102;PREFEITO;96;5
2;174;103;PREFEITO;12;160
2;174;103;PREFEITO;20;132
2;174;103;PREFEITO;95;13
2;174;103;PREFEITO;96;11
2;174;104;PREFEITO;12;146
2;174;104;PREFEITO;20;114
2;174;104;PREFEITO;95;6
2;174;104;PREFEITO;96;9
2;174;105;PREFEITO;12;138
2;174;105;PREFEITO;20;159
2;174;105;PREFEITO;95;12
2;174;105;PREFEITO;96;8
2;174;106;PREFEITO;12;158
2;174;106;PREFEITO;20;137
2;174;106;PREFEITO;95;5
2;174;106;PREFEITO;96;15
2;174;107;PREFEITO;12;145
2;174;107;PREFEITO;20;148
2;174;107;PREFEITO;95;9
2;174;107;PREFEITO;96;10
2;174;108;PREFEITO;12;140
2;174;108;PREFEITO;20;151
2;174;108;PREFEITO;95;6
2;174;108;PREFEITO;96;10
2;174;109;PREFEITO;12;155
2;174;109;PREFEITO;20;143
2;174;109;PREFEITO;95;6
2;174;109;PREFEITO;96;10
2;174;110;PREFEITO;12;138
2;174;110;PREFEITO;20;162
2;174;110;PREFEITO;95;7
2;174;110;PREFEITO;96;7
2;174;111;PREFEITO;12;161
2;174;111;PREFEITO;20;115
2;174;111;PREFEITO;95;8
2;174;111;PREFEITO;96;10
2;174;112;PREFEITO;12;142
2;174;112;PREFEITO;20;121
2;174;112;PREFEITO;95;6
2;174;112;PREFEITO;96;13
2;174;113;PREFEITO;12;159
2;174;113;PREFEITO;20;109
2;174;113;PREFEITO;95;9
2;174;113;PREFEITO;96;6
2;174;114;PREFEITO;12;129
2;174;114;PREFEITO;20;131
2;174;114;PREFEITO;95;9
2;174;114;PREFEITO;96;7
2;174;115;PREFEITO;12;140
2;174;115;PREFEITO;20;130
2;174;115;PREFEITO;95;8
2;174;115;PREFEITO;96;9
2;174;116;PREFEITO;12;176
2;174;116;PREFEITO;20;96
2;174;116;PREFEITO;95;9
2;174;116;PREFEITO;96;14
2;174;117;PREFEITO;12;152
2;174;117;PREFEITO;20;102
2;174;117;PREFEITO;95;13
2;174;117;PREFEITO;96;22
2;174;118;PREFEITO;12;150
2;174;118;PREFEITO;20;68
2;174;118;PREFEITO;95;5
2;174;118;PREFEITO;96;17
2;174;119;PREFEITO;12;173
2;174;119;PREFEITO;20;86
2;174;119;PREFEITO;95;7
2;174;119;PREFEITO;96;14
2;174;120;PREFEITO;12;189
2;174;120;PREFEITO;20;89
2;174;120;PREFEITO;95;7
2;174;120;PREFEITO;96;6
2;174;121;PREFEITO;12;174
2;174;121;PREFEITO;20;93
2;174;121;PREFEITO;95;7
2;174;121;PREFEITO;96;10
2;174;122;PREFEITO;12;152
2;174;122;PREFEITO;20;81
2;174;122;PREFEITO;95;12
2;174;122;PREFEITO;96;9
2;174;123;PREFEITO;12;135
2;174;123;PREFEITO;20;103
2;174;123;PREFEITO;95;6
2;174;123;PREFEITO;96;7
2;174;124;PREFEITO;12;142
2;174;124;PREFEITO;20;97
2;174;124;PREFEITO;95;7
2;174;124;PREFEITO;96;10
2;174;125;PREFEITO;12;140
2;174;125;PREFEITO;20;92
2;174;125;PREFEITO;95;8
2;174;125;PREFEITO;96;8
2;174;126;PREFEITO;12;122
2;174;126;PREFEITO;20;75
2;174;126;PREFEITO;95;4
2;174;126;PREFEITO;96;8
2;174;127;PREFEITO;12;134
2;174;127;PREFEITO;20;89
2;174;127;PREFEITO;95;14
2;174;127;PREFEITO;96;15
2;174;128;PREFEITO;12;167
2;174;128;PREFEITO;20;72
2;174;128;PREFEITO;95;5
2;174;128;PREFEITO;96;10
2;174;129;PREFEITO;12;147
2;174;129;PREFEITO;20;89
2;174;129;PREFEITO;95;9
2;174;129;PREFEITO;96;9
2;174;130;PREFEITO;12;186
2;174;130;PREFEITO;20;103
2;174;130;PREFEITO;95;10
2;174;130;PREFEITO;96;9
2;174;131;PREFEITO;12;199
2;174;131;PREFEITO;20;87
2;174;131;PREFEITO;95;7
2;174;131;PREFEITO;96;9
2;175;276;PREFEITO;12;111
2;175;276;PREFEITO;20;165
2;175;276;PREFEITO;95;9
2;175;276;PREFEITO;96;6
2;175;277;PREFEITO;12;111
2;175;277;PREFEITO;20;190
2;175;277;PREFEITO;95;5
2;175;277;PREFEITO;96;14
2;175;278;PREFEITO;12;102
2;175;278;PREFEITO;20;161
2;175;278;PREFEITO;95;4
2;175;278;PREFEITO;96;5
2;175;279;PREFEITO;12;89
2;175;279;PREFEITO;20;131
2;175;279;PREFEITO;95;4
2;175;279;PREFEITO;96;5
2;175;280;PREFEITO;12;121
2;175;280;PREFEITO;20;155
2;175;280;PREFEITO;95;5
2;175;280;PREFEITO;96;2
2;175;281;PREFEITO;12;158
2;175;281;PREFEITO;20;142
2;175;281;PREFEITO;95;4
2;175;281;PREFEITO;96;14
2;175;282;PREFEITO;12;119
2;175;282;PREFEITO;20;148
2;175;282;PREFEITO;95;4
2;175;282;PREFEITO;96;8
2;175;283;PREFEITO;12;103
2;175;283;PREFEITO;20;144
2;175;283;PREFEITO;95;3
2;175;283;PREFEITO;96;7
2;175;284;PREFEITO;12;159
2;175;284;PREFEITO;20;129
2;175;284;PREFEITO;95;7
2;175;284;PREFEITO;96;6
2;175;285;PREFEITO;12;163
2;175;285;PREFEITO;20;156
2;175;285;PREFEITO;95;5
2;175;285;PREFEITO;96;8
2;175;286;PREFEITO;12;108
2;175;286;PREFEITO;20;152
2;175;286;PREFEITO;95;3
2;175;286;PREFEITO;96;3
2;175;287;PREFEITO;12;141
2;175;287;PREFEITO;20;190
2;175;287;PREFEITO;95;8
2;175;287;PREFEITO;96;8
2;175;288;PREFEITO;12;112
2;175;288;PREFEITO;20;180
2;175;288;PREFEITO;95;10
2;175;288;PREFEITO;96;10
2;175;289;PREFEITO;12;110
2;175;289;PREFEITO;20;171
2;175;289;PREFEITO;95;5
2;175;289;PREFEITO;96;7
2;175;290;PREFEITO;12;100
2;175;290;PREFEITO;20;181
2;175;290;PREFEITO;95;7
2;175;290;PREFEITO;96;12
2;175;291;PREFEITO;12;111
2;175;291;PREFEITO;20;135
2;175;291;PREFEITO;95;4
2;175;291;PREFEITO;96;4
2;175;292;PREFEITO;12;124
2;175;292;PREFEITO;20;156
2;175;292;PREFEITO;95;9
2;175;292;PREFEITO;96;8
2;175;293;PREFEITO;12;107
2;175;293;PREFEITO;20;188
2;175;293;PREFEITO;95;3
2;175;293;PREFEITO;96;8
2;175;294;PREFEITO;12;164
2;175;294;PREFEITO;20;182
2;175;294;PREFEITO;95;14
2;175;294;PREFEITO;96;8
2;175;295;PREFEITO;12;88
2;175;295;PREFEITO;20;205
2;175;295;PREFEITO;95;6
2;175;295;PREFEITO;96;3
2;175;296;PREFEITO;12;105
2;175;296;PREFEITO;20;199
2;175;296;PREFEITO;95;9
2;175;296;PREFEITO;96;8
2;175;297;PREFEITO;12;118
2;175;297;PREFEITO;20;143
2;175;297;PREFEITO;95;13
2;175;297;PREFEITO;96;7
2;175;298;PREFEITO;12;109
2;175;298;PREFEITO;20;160
2;175;298;PREFEITO;95;3
2;175;298;PREFEITO;96;8
2;175;299;PREFEITO;12;132
2;175;299;PREFEITO;20;171
2;175;299;PREFEITO;95;9
2;175;299;PREFEITO;96;10
2;175;300;PREFEITO;12;106
2;175;300;PREFEITO;20;159
2;175;300;PREFEITO;95;3
2;175;300;PREFEITO;96;8
2;175;301;PREFEITO;12;114
2;175;301;PREFEITO;20;167
2;175;301;PREFEITO;95;3
2;175;301;PREFEITO;96;6
2;175;302;PREFEITO;12;158
2;175;302;PREFEITO;20;166
2;175;302;PREFEITO;95;2
2;175;302;PREFEITO;96;7
2;175;303;PREFEITO;12;122
2;175;303;PREFEITO;20;166
2;175;303;PREFEITO;95;7
2;175;303;PREFEITO;96;11
2;175;304;PREFEITO;12;76
2;175;304;PREFEITO;20;109
2;175;304;PREFEITO;95;1
2;175;304;PREFEITO;96;1
2;175;305;PREFEITO;12;148
2;175;305;PREFEITO;20;189
2;175;305;PREFEITO;95;6
2;175;305;PREFEITO;96;20
2;175;306;PREFEITO;12;96
2;175;306;PREFEITO;20;171
2;175;306;PREFEITO;95;8
2;175;306;PREFEITO;96;10
2;175;307;PREFEITO;12;71
2;175;307;PREFEITO;20;181
2;175;307;PREFEITO;95;3
2;175;307;PREFEITO;96;6
2;175;308;PREFEITO;12;122
2;175;308;PREFEITO;20;167
2;175;308;PREFEITO;95;6
2;175;308;PREFEITO;96;16
2;175;309;PREFEITO;12;132
2;175;309;PREFEITO;20;127
2;175;309;PREFEITO;95;5
2;175;309;PREFEITO;96;5
2;175;310;PREFEITO;12;117
2;175;310;PREFEITO;20;176
2;175;310;PREFEITO;95;3
2;175;310;PREFEITO;96;8
2;175;311;PREFEITO;12;121
2;175;311;PREFEITO;20;174
2;175;311;PREFEITO;95;10
2;175;311;PREFEITO;96;9
2;145;326;PREFEITO;12;146
2;145;326;PREFEITO;20;88
2;145;326;PREFEITO;95;2
2;145;326;PREFEITO;96;4
2;145;327;PREFEITO;12;116
2;145;327;PREFEITO;20;101
2;145;327;PREFEITO;95;4
2;145;327;PREFEITO;96;13
2;145;328;PREFEITO;12;122
2;145;328;PREFEITO;20;96
2;145;328;PREFEITO;95;7
2;145;328;PREFEITO;96;13
2;145;329;PREFEITO;12;129
2;145;329;PREFEITO;20;95
2;145;329;PREFEITO;95;6
2;145;329;PREFEITO;96;6
2;145;330;PREFEITO;12;128
2;145;330;PREFEITO;20;104
2;145;330;PREFEITO;95;6
2;145;330;PREFEITO;96;10
2;145;331;PREFEITO;12;117
2;145;331;PREFEITO;20;106
2;145;331;PREFEITO;95;8
2;145;331;PREFEITO;96;16
2;145;332;PREFEITO;12;122
2;145;332;PREFEITO;20;97
2;145;332;PREFEITO;95;6
2;145;332;PREFEITO;96;9
2;145;333;PREFEITO;12;144
2;145;333;PREFEITO;20;90
2;145;333;PREFEITO;95;4
2;145;333;PREFEITO;96;5
2;145;334;PREFEITO;12;117
2;145;334;PREFEITO;20;119
2;145;334;PREFEITO;95;6
2;145;334;PREFEITO;96;7
2;145;335;PREFEITO;12;108
2;145;335;PREFEITO;20;118
2;145;335;PREFEITO;95;5
2;145;335;PREFEITO;96;7
2;145;336;PREFEITO;12;125
2;145;336;PREFEITO;20;106
2;145;336;PREFEITO;95;6
2;145;336;PREFEITO;96;10
2;145;337;PREFEITO;12;122
2;145;337;PREFEITO;20;101
2;145;337;PREFEITO;95;5
2;145;337;PREFEITO;96;12
2;145;338;PREFEITO;12;93
2;145;338;PREFEITO;20;71
2;145;338;PREFEITO;95;6
2;145;338;PREFEITO;96;4
2;145;339;PREFEITO;12;159
2;145;339;PREFEITO;20;95
2;145;339;PREFEITO;95;8
2;145;339;PREFEITO;96;7
2;145;340;PREFEITO;12;145
2;145;340;PREFEITO;20;112
2;145;340;PREFEITO;95;7
2;145;340;PREFEITO;96;10
2;145;341;PREFEITO;12;133
2;145;341;PREFEITO;20;118
2;145;341;PREFEITO;95;4
2;145;341;PREFEITO;96;15
2;145;342;PREFEITO;12;143
2;4;382;PREFEITO;96;7
2;4;383;PREFEITO;12;161
2;4;383;PREFEITO;20;128
2;4;383;PREFEITO;95;10
2;4;383;PREFEITO;96;10
2;4;384;PREFEITO;12;144
2;4;384;PREFEITO;20;131
2;4;384;PREFEITO;95;11
2;4;384;PREFEITO;96;12
2;4;385;PREFEITO;12;139
2;4;385;PREFEITO;20;141
2;4;385;PREFEITO;95;6
2;4;385;PREFEITO;96;14
2;4;386;PREFEITO;12;124
2;4;386;PREFEITO;20;127
2;4;386;PREFEITO;95;1
2;4;386;PREFEITO;96;5
2;4;389;PREFEITO;12;114
2;4;389;PREFEITO;20;46
2;4;389;PREFEITO;95;5
2;4;389;PREFEITO;96;11
2;4;390;PREFEITO;12;156
2;4;390;PREFEITO;20;94
2;4;390;PREFEITO;95;10
2;4;390;PREFEITO;96;11
2;4;391;PREFEITO;12;165
2;4;391;PREFEITO;20;77
2;4;391;PREFEITO;95;5
2;4;391;PREFEITO;96;17
2;4;392;PREFEITO;12;159
2;4;392;PREFEITO;20;81
2;4;392;PREFEITO;95;9
2;4;392;PREFEITO;96;16
2;4;393;PREFEITO;12;165
2;4;393;PREFEITO;20;85
2;4;393;PREFEITO;95;6
2;4;393;PREFEITO;96;12
2;4;394;PREFEITO;12;131
2;4;394;PREFEITO;20;83
2;4;394;PREFEITO;95;1
2;4;394;PREFEITO;96;13
2;4;395;PREFEITO;12;172
2;4;395;PREFEITO;20;73
2;4;395;PREFEITO;95;5
2;4;395;PREFEITO;96;8
2;4;396;PREFEITO;12;178
2;4;396;PREFEITO;20;78
2;4;396;PREFEITO;95;9
2;4;396;PREFEITO;96;6
2;4;397;PREFEITO;12;171
2;4;397;PREFEITO;20;76
2;4;397;PREFEITO;95;4
2;4;397;PREFEITO;96;11
2;4;604;PREFEITO;12;188
2;4;604;PREFEITO;20;111
2;4;604;PREFEITO;95;5
2;4;604;PREFEITO;96;18
2;4;605;PREFEITO;12;142
2;4;605;PREFEITO;20;133
2;4;605;PREFEITO;95;2
2;4;605;PREFEITO;96;11
2;4;606;PREFEITO;12;146
2;4;606;PREFEITO;20;198
2;4;606;PREFEITO;95;5
2;4;606;PREFEITO;96;12
2;4;607;PREFEITO;12;160
2;4;607;PREFEITO;20;159
2;4;607;PREFEITO;95;8
2;4;607;PREFEITO;96;9
2;4;608;PREFEITO;12;94
2;4;608;PREFEITO;20;157
